timestamp,timestamp_16,position_lat,position_long,distance,enhanced_altitude,altitude,enhanced_speed,speed,heart_rate,cadence,fractional_cadence,temperatureserial_number,time_created,manufacturer,garmin_product,number,unkown_6,type,compressed_calibrated_accel_x,compressed_calibrated_accel_y,compressed_calibrated_accel_z
,,,,,,,,,,,,,2019-11-29 03:44:31,garmin,9999,None,,activity,,,
,,,,,,,,,,,,,,,,,,,,,
2019-11-28 21:44:31-06:00,,,,,,,,,,,,,,,,,,,,,
2019-11-28 21:44:31-06:00,,,,,,,,,,,,,,garmin,9999,,,,,,
2019-11-28 21:44:31-06:00,,,,,,,,,,,,,,garmin,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
2019-11-28 21:44:31-06:00,,0.0,0.0,0.0,-18.0,-18.0,0.0,0.0,,,,,,,,,,,,,
2019-11-28 21:44:53-06:00,,38.85538495145738,-94.7996439691633,4325.361599999999,2393.0,2393.0,8.6652,8.6652,,,,,,,,,,,,,
2019-11-28 21:44:54-06:00,,38.855378832668066,-94.7996215056628,4325.36384,2393.2,2393.2,9.306000000000001,9.306000000000001,,,,,,,,,,,,,
2019-11-28 21:44:57-06:00,,38.85535351932049,-94.79955160059035,4325.37312,2393.0,2393.0,11.116800000000001,11.116800000000001,,,,,,,,,,,,,
2019-11-28 21:44:58-06:00,,38.8553287088871,-94.79954120703042,4325.376,2393.4,2393.4,10.749600000000001,10.749600000000001,,,,,,,,,,,,,
2019-11-28 21:45:03-06:00,,38.85520750656724,-94.79952067136765,4325.389440000001,2393.6,2393.6,9.8748,9.8748,,,,,,,,,,,,,
2019-11-28 21:45:10-06:00,,38.855057805776596,-94.79943986982107,4325.4096,2393.0,2393.0,10.4148,10.4148,,,,,,,,,,,,,
2019-11-28 21:45:11-06:00,,38.85503500699997,-94.79942629113793,4325.412480000001,2393.0,2393.0,10.580400000000001,10.580400000000001,,,,,,,,,,,,,
2019-11-28 21:45:14-06:00,,38.854971807450056,-94.79938086122274,4325.42144,2393.0,2393.0,10.580400000000001,10.580400000000001,,,,,,,,,,,,,
2019-11-28 21:45:17-06:00,,38.85488941334188,-94.79937130585313,4325.4304,2394.0,2394.0,11.5884,11.5884,,,,,,,,,,,,,
2019-11-28 21:45:18-06:00,,38.854865189641714,-94.79938563890755,4325.433599999999,2393.6,2393.6,11.2536,11.2536,,,,,,,,,,,,,
2019-11-28 21:45:19-06:00,,38.8548521976918,-94.79941254481673,4325.4371200000005,2394.0,2394.0,11.959200000000001,11.959200000000001,,,,,,,,,,,,,
2019-11-28 21:45:21-06:00,,38.854841804131866,-94.7994695417583,4325.44352,2394.0,2394.0,11.9232,11.9232,,,,,,,,,,,,,
2019-11-28 21:45:22-06:00,,,,,,,,,,,,,,,,,,,,,
2019-11-28 21:45:22-06:00,,,,,,,,,,,,,,garmin,9999,,,,,,
2019-11-28 21:45:22-06:00,,,,,,,,,,,,,,garmin,0,,,,,,
2019-11-28 21:45:22-06:00,,,,,,,,,,,,,,,,,,,,,
2019-11-28 21:45:22-06:00,,,,,,,,,,,,,,,,,,,,,
2019-11-28 21:45:22-06:00,,,,,,,,,,,,,,,,,,manual,,,
