timestamp,timestamp_16,position_lat,position_long,distance,enhanced_altitude,altitude,enhanced_speed,speed,heart_rate,cadence,fractional_cadence,temperatureserial_number,time_created,manufacturer,garmin_product,number,unkown_6,type,compressed_calibrated_accel_x,compressed_calibrated_accel_y,compressed_calibrated_accel_z
,,,,,,,,,,,,,2019-11-29 04:30:49,garmin,9999,None,,activity,,,
,,,,,,,,,,,,,,,,,,,,,
2019-11-28 22:30:49-06:00,,,,,,,,,,,,,,,,,,,,,
2019-11-28 22:30:49-06:00,,,,,,,,,,,,,,garmin,9999,,,,,,
2019-11-28 22:30:49-06:00,,,,,,,,,,,,,,garmin,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
2019-11-28 22:30:49-06:00,,38.85523784905672,-94.80006490834057,0.0,5157.4,5157.4,12.0924,12.0924,,,,,,,,,,,,,
2019-11-28 22:31:00-06:00,,,,,,,,,,,,,,,,,,,"(253, 259, 283, 243, 251, 320, 269, 78, 5, 105, 171, 219, 285, 272, 264, 252, 259, 313, 307, 347, 414, 393, 373, 413, 282)","(-64, -111, -116, -130, -205, -83, 21, -233, -309, -170, -204, -273, -222, -163, -102, -94, -97, -49, -77, -88, -94, -263, -297, -301, -342)","(900, 914, 932, 1019, 1080, 1076, 1099, 1140, 1153, 1108, 1117, 1074, 913, 854, 864, 872, 880, 930, 980, 1007, 1041, 1049, 1005, 1031, 982)"
2019-11-28 22:31:01-06:00,,38.85544194839895,-94.79970029555261,0.008919999999999999,6522.0,6522.0,32.144400000000005,32.144400000000005,,,,,,,,,,,,,
2019-11-28 22:31:01-06:00,,,,,,,,,,,,,,,,,,,"(288, 266, 191, 225, 247, 315, 312, 372, 580, 304, 434, 221, 122, 29, -130, -146, 39, 269, 834, -42, -569, -739, -649, -710, -576)","(-287, -214, -120, -92, -93, -107, -130, -244, -779, -299, -275, -267, -409, -118, -130, -182, -357, -455, -56, -202, -414, -8, -34, -355, -834)","(973, 994, 909, 882, 853, 846, 859, 938, 611, 962, 1015, 1159, 1228, 1300, 1125, 1031, 886, 1185, 1446, 729, 310, 234, 153, 335, 772)"
