timestamp,timestamp_16,position_lat,position_long,distance,enhanced_altitude,altitude,enhanced_speed,speed,heart_rate,cadence,fractional_cadence,temperatureserial_number,time_created,manufacturer,garmin_product,number,unkown_6,type,compressed_calibrated_accel_x,compressed_calibrated_accel_y,compressed_calibrated_accel_z
,,,,,,,,,,,,,2019-11-29 03:48:02,garmin,9999,None,,activity,,,
,,,,,,,,,,,,,,,,,,,,,
2019-11-28 21:48:02-06:00,,,,,,,,,,,,,,,,,,,,,
2019-11-28 21:48:02-06:00,,,,,,,,,,,,,,garmin,9999,,,,,,
2019-11-28 21:48:02-06:00,,,,,,,,,,,,,,garmin,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
2019-11-28 21:48:02-06:00,,38.85211634449661,-94.79893033392727,0.00285,2394.4,2394.4,10.2132,10.2132,,,,,,,,,,,,,
2019-11-28 21:48:03-06:00,,38.85211952961981,-94.79890460148454,0.005730000000000001,2394.2,2394.2,10.346400000000001,10.346400000000001,,,,,,,,,,,,,
2019-11-28 21:48:05-06:00,,38.852140652015805,-94.7988564055413,0.01165,2394.2,2394.2,10.245600000000001,10.245600000000001,,,,,,,,,,,,,
2019-11-28 21:48:07-06:00,,38.85215247049928,-94.79880787432194,0.0174,2394.2,2394.2,10.4148,10.4148,,,,,,,,,,,,,
2019-11-28 21:48:09-06:00,,38.852174850180745,-94.7987617738545,0.02311,2394.2,2394.2,10.245600000000001,10.245600000000001,,,,,,,,,,,,,
2019-11-28 21:48:10-06:00,,38.852175772190094,-94.79873687960207,0.02588,2394.4,2394.4,9.943200000000001,9.943200000000001,,,,,,,,,,,,,
2019-11-28 21:48:12-06:00,,38.85217862203717,-94.79868868365884,0.031420000000000003,2394.8,2394.8,10.044,10.044,,,,,,,,,,,,,
2019-11-28 21:48:13-06:00,,38.85219404473901,-94.79866806417704,0.03429,2394.8,2394.8,10.278,10.278,,,,,,,,,,,,,
2019-11-28 21:48:14-06:00,,38.8521945476532,-94.79864199645817,0.03719,2394.6,2394.6,10.4148,10.4148,,,,,,,,,,,,,
2019-11-28 21:48:16-06:00,,38.852175520733,-94.79859388433397,0.0431,2394.6,2394.6,10.648800000000001,10.648800000000001,,,,,,,,,,,,,
2019-11-28 21:48:18-06:00,,38.852149872109294,-94.79854870587587,0.049030000000000004,2394.4,2394.4,10.5156,10.5156,,,,,,,,,,,,,
2019-11-28 21:48:20-06:00,,38.85212338529527,-94.79850662872195,0.05457,2394.4,2394.4,9.471599999999999,9.471599999999999,,,,,,,,,,,,,
2019-11-28 21:48:21-06:00,,38.8521031010896,-94.7984922118485,0.05734,2394.0,2394.0,9.9108,9.9108,,,,,,,,,,,,,
2019-11-28 21:48:24-06:00,,38.85203931480646,-94.79845885187387,0.06563,2394.4,2394.4,9.6408,9.6408,,,,,,,,,,,,,
2019-11-28 21:48:29-06:00,,38.85190738365054,-94.79845910333097,0.08084000000000001,2394.8,2394.8,11.9232,11.9232,,,,,,,,,,,,,
2019-11-28 21:48:31-06:00,,38.851849967613816,-94.79848064482212,0.08784,2394.8,2394.8,12.4632,12.4632,,,,,,,,,,,,,
2019-11-28 21:48:32-06:00,,38.851826917380095,-94.79850486852229,0.09156,2394.8,2394.8,13.4028,13.4028,,,,,,,,,,,,,
2019-11-28 21:48:36-06:00,,38.851791294291615,-94.79862481355667,0.1057,2394.2,2394.2,11.8584,11.8584,,,,,,,,,,,,,
2019-11-28 21:48:39-06:00,,38.851785343140364,-94.79870687238872,0.11513,2393.4,2393.4,10.850399999999999,10.850399999999999,,,,,,,,,,,,,
2019-11-28 21:48:40-06:00,,38.85176707059145,-94.79872841387987,0.11827,2394.0,2394.0,11.3184,11.3184,,,,,,,,,,,,,
2019-11-28 21:48:43-06:00,,38.8517021946609,-94.79878675192595,0.12831,2394.0,2394.0,12.1248,12.1248,,,,,,,,,,,,,
2019-11-28 21:48:44-06:00,,38.851690543815494,-94.79881441220641,0.13165000000000002,2394.0,2394.0,12.024,12.024,,,,,,,,,,,,,
2019-11-28 21:48:48-06:00,,38.851596247404814,-94.79888180270791,0.14475,2393.6,2393.6,11.4192,11.4192,,,,,,,,,,,,,
2019-11-28 21:48:49-06:00,,38.85157009586692,-94.79888850823045,0.14776,2393.4,2393.4,10.814400000000001,10.814400000000001,,,,,,,,,,,,,
